,predicted_ranking,predicted_ranking_weights,predicted_ranking_arr,true_ranking,true_ranking_weights,true_ranking_arr
default_credit_card_clients,"('DyS', 'MS', 'SMM', 'SORD', 'ACC', 'MAX', 'X', 'HDy', 'CC', 'PACC', 'PCC')","[0.09412103 0.09396221 0.0939533  0.09380184 0.09328634 0.0930874
 0.09305515 0.09293347 0.08473592 0.08355802 0.08350532]","(np.float64(1.0375374001206081), np.float64(1.035786670483752), np.float64(1.0356884356805365), np.float64(1.03401889296928), np.float64(1.0283362690925546), np.float64(1.0261432523836136), np.float64(1.0257877789944874), np.float64(1.0244464558146373), np.float64(0.9340812354418118), np.float64(0.9210967386104363), np.float64(0.9205157699271824))","('SORD', 'SMM', 'DyS', 'MAX', 'X', 'MS', 'ACC', 'HDy', 'PCC', 'CC', 'PACC')","[0.09762947 0.09753987 0.0973239  0.09704612 0.0966387  0.09528885
 0.09393204 0.09212396 0.08218151 0.07695566 0.07333991]","(np.float64(1.083624019647337), np.float64(1.0826295169616642), np.float64(1.0802323919177166), np.float64(1.0771492393222248), np.float64(1.0726271327111154), np.float64(1.0576446489515772), np.float64(1.042584985898208), np.float64(1.0225164013250718), np.float64(0.9121616100156832), np.float64(0.8541580617438029), np.float64(0.8140256378788632))"
delta_ailerons,"('HDy', 'DyS', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'PACC', 'CC', 'PCC')","[0.09274662 0.0926667  0.09240187 0.09234173 0.09231447 0.0920415
 0.09192776 0.09185376 0.08985977 0.08734937 0.08449645]","(np.float64(1.0209667054369829), np.float64(1.0200870255052243), np.float64(1.0171717405130698), np.float64(1.0165096554241648), np.float64(1.0162096195794799), np.float64(1.0132047384162541), np.float64(1.011952583799195), np.float64(1.011138001991473), np.float64(0.9891879373960029), np.float64(0.9615531430242722), np.float64(0.9301477832036392))","('DyS', 'MS', 'SMM', 'SORD', 'ACC', 'X', 'MAX', 'HDy', 'PACC', 'CC', 'PCC')","[0.09158481 0.09156604 0.09155616 0.0915176  0.09142068 0.09135291
 0.09135165 0.09128583 0.09061153 0.08977643 0.08797636]","(np.float64(1.0075609302497859), np.float64(1.007354471072349), np.float64(1.0072457103192272), np.float64(1.006821571602277), np.float64(1.005755225189738), np.float64(1.0050096919566598), np.float64(1.0049957850290163), np.float64(1.0042717104562067), np.float64(0.996853527231657), np.float64(0.9876661841404413), np.float64(0.9678629336496156))"
eeg,"('DyS', 'MAX', 'SORD', 'MS', 'X', 'SMM', 'ACC', 'HDy', 'CC', 'PACC', 'PCC')","[0.09365442 0.09346822 0.0929788  0.09290871 0.09273835 0.09266043
 0.09217786 0.09198114 0.08804363 0.08665887 0.08272958]","(np.float64(1.0315489898060388), np.float64(1.0294980848410613), np.float64(1.0241074364185212), np.float64(1.023335417081594), np.float64(1.0214590147940446), np.float64(1.0206008215792004), np.float64(1.0152855494407784), np.float64(1.0131187958909238), np.float64(0.9697494242885188), np.float64(0.9544970846279334), np.float64(0.9112182771970392))","('DyS', 'HDy', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'PCC', 'CC', 'PACC')","[0.09766205 0.09747523 0.09649155 0.09605624 0.09585049 0.09066014
 0.08938822 0.08891312 0.08763183 0.08567787 0.07419326]","(np.float64(1.0801231286936306), np.float64(1.0780569528420427), np.float64(1.0671776819482184), np.float64(1.0623632659988325), np.float64(1.0600877105017679), np.float64(1.0026834346546072), np.float64(0.9886162092148639), np.float64(0.9833616886771642), np.float64(0.9691909306101714), np.float64(0.947580476782365), np.float64(0.8205629638395457))"
electricity-normalized,"('DyS', 'MS', 'SMM', 'SORD', 'ACC', 'MAX', 'X', 'HDy', 'CC', 'PACC', 'PCC')","[0.09412103 0.09396221 0.0939533  0.09380184 0.09328634 0.0930874
 0.09305515 0.09293347 0.08473592 0.08355802 0.08350532]","(np.float64(1.0375374001206081), np.float64(1.035786670483752), np.float64(1.0356884356805365), np.float64(1.03401889296928), np.float64(1.0283362690925546), np.float64(1.0261432523836136), np.float64(1.0257877789944874), np.float64(1.0244464558146373), np.float64(0.9340812354418118), np.float64(0.9210967386104363), np.float64(0.9205157699271824))","('DyS', 'MS', 'SMM', 'SORD', 'ACC', 'MAX', 'X', 'HDy', 'CC', 'PACC', 'PCC')","[0.09412103 0.09396221 0.0939533  0.09380184 0.09328634 0.0930874
 0.09305515 0.09293347 0.08473592 0.08355802 0.08350532]","(np.float64(1.0375374001206081), np.float64(1.035786670483752), np.float64(1.0356884356805365), np.float64(1.03401889296928), np.float64(1.0283362690925546), np.float64(1.0261432523836136), np.float64(1.0257877789944874), np.float64(1.0244464558146373), np.float64(0.9340812354418118), np.float64(0.9210967386104363), np.float64(0.9205157699271824))"
elevators,"('DyS', 'SORD', 'SMM', 'HDy', 'MAX', 'X', 'MS', 'ACC', 'PCC', 'CC', 'PACC')","[0.09945988 0.09880098 0.09849742 0.09774875 0.0976271  0.0976271
 0.09338995 0.08921946 0.08160867 0.07454147 0.07147921]","(np.float64(1.1072192681052864), np.float64(1.09988423207303), np.float64(1.0965048294471413), np.float64(1.088170387726167), np.float64(1.0868161443756807), np.float64(1.0868161443756807), np.float64(1.039646837735562), np.float64(0.9932196796402335), np.float64(0.9084939183849539), np.float64(0.8298195776199847), np.float64(0.7957295090818977))","('DyS', 'SORD', 'MS', 'SMM', 'HDy', 'ACC', 'MAX', 'X', 'PACC', 'PCC', 'CC')","[0.0928907  0.09276293 0.09274364 0.09273525 0.09221949 0.09216043
 0.09211154 0.0920051  0.0892731  0.08571139 0.08538642]","(np.float64(1.0226476150382928), np.float64(1.0212409371101132), np.float64(1.021028640268676), np.float64(1.0209362255223722), np.float64(1.0152582023175558), np.float64(1.0146079346882655), np.float64(1.0140696873731516), np.float64(1.0128979139388903), np.float64(0.9828209311743095), np.float64(0.943609467614707), np.float64(0.9400318971897013))"
file22f0e4a679,"('DyS', 'MS', 'SMM', 'SORD', 'HDy', 'ACC', 'X', 'MAX', 'PACC', 'CC', 'PCC')","[0.09373636 0.09361295 0.09346536 0.09340649 0.0930754  0.09294223
 0.09260304 0.09249881 0.08698221 0.08502264 0.0826545 ]","(np.float64(1.032837321419776), np.float64(1.0314775062744517), np.float64(1.0298513067556336), np.float64(1.0292026392971754), np.float64(1.0255544270308359), np.float64(1.0240871025771505), np.float64(1.020349778189978), np.float64(1.0192013105537747), np.float64(0.9584164853153407), np.float64(0.9368248510798308), np.float64(0.910731463135639))","('HDy', 'DyS', 'MAX', 'X', 'SORD', 'MS', 'SMM', 'ACC', 'PACC', 'CC', 'PCC')","[0.09136659 0.09130538 0.09121737 0.09121737 0.09110153 0.09108818
 0.09107762 0.09089776 0.09077754 0.09065136 0.08929931]","(np.float64(1.0050663170745255), np.float64(1.004392974971373), np.float64(1.00342491311262), np.float64(1.00342491311262), np.float64(1.0021506170938497), np.float64(1.0020037527585992), np.float64(1.001887522975138), np.float64(0.9999090498572482), np.float64(0.9985865692853727), np.float64(0.9971985490353596), np.float64(0.9823254630058317))"
file79b563a1a18,"('DyS', 'HDy', 'SORD', 'MS', 'SMM', 'MAX', 'ACC', 'X', 'PACC', 'CC', 'PCC')","[0.09407445 0.0939428  0.09339421 0.09330549 0.09312812 0.09258497
 0.09233848 0.09129781 0.08655181 0.08569529 0.08368657]","(np.float64(1.0363175101307325), np.float64(1.0348673472794787), np.float64(1.02882412139143), np.float64(1.0278467800379525), np.float64(1.0258928555798879), np.float64(1.0199095017351132), np.float64(1.017194224304873), np.float64(1.005730229706091), np.float64(0.9534487258102937), np.float64(0.9440133017185814), np.float64(0.9218853480342611))","('DyS', 'HDy', 'SORD', 'MS', 'SMM', 'MAX', 'ACC', 'X', 'PACC', 'CC', 'PCC')","[0.09407445 0.0939428  0.09339421 0.09330549 0.09312812 0.09258497
 0.09233848 0.09129781 0.08655181 0.08569529 0.08368657]","(np.float64(1.0363175101307325), np.float64(1.0348673472794787), np.float64(1.02882412139143), np.float64(1.0278467800379525), np.float64(1.0258928555798879), np.float64(1.0199095017351132), np.float64(1.017194224304873), np.float64(1.005730229706091), np.float64(0.9534487258102937), np.float64(0.9440133017185814), np.float64(0.9218853480342611))"
file7b5365fa741c,"('SORD', 'DyS', 'SMM', 'MS', 'ACC', 'MAX', 'X', 'PACC', 'HDy', 'CC', 'PCC')","[0.09404388 0.09390434 0.09365998 0.09350534 0.09311831 0.09286172
 0.09286172 0.09158105 0.08996282 0.08277153 0.08172931]","(np.float64(1.0366627578812422), np.float64(1.035124520649043), np.float64(1.0324308644390228), np.float64(1.0307263046758128), np.float64(1.026460029131099), np.float64(1.0236315139289967), np.float64(1.0236315139289967), np.float64(1.009514499077844), np.float64(0.9916764105929605), np.float64(0.9124055072722091), np.float64(0.9009170266985059))","('DyS', 'SORD', 'SMM', 'MS', 'MAX', 'X', 'ACC', 'PACC', 'HDy', 'CC', 'PCC')","[0.0937831  0.0934368  0.09340613 0.09331801 0.09302368 0.09261528
 0.09257581 0.09149968 0.09134364 0.08292054 0.08207733]","(np.float64(1.0335897040594342), np.float64(1.0297731073608687), np.float64(1.0294350338788745), np.float64(1.0284638567427224), np.float64(1.0252200198154342), np.float64(1.020719021592781), np.float64(1.020284021518378), np.float64(1.0084239422650523), np.float64(1.0067042266108643), np.float64(0.9138726229755643), np.float64(0.9045796239737124))"
fri_c2_1000_10,"('DyS', 'MAX', 'SORD', 'MS', 'SMM', 'X', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09305293 0.09262978 0.09259255 0.09231947 0.09216403 0.09207611
 0.09127773 0.09126915 0.08995569 0.0883347  0.08432785]","(np.float64(1.024292808748469), np.float64(1.0196349382217351), np.float64(1.0192251177767453), np.float64(1.0162191618852803), np.float64(1.0145081400302405), np.float64(1.0135403559717857), np.float64(1.0047519919017505), np.float64(1.0046575426966373), np.float64(0.990199519691604), np.float64(0.9723562031010268), np.float64(0.9282502537398883))","('HDy', 'DyS', 'X', 'MS', 'SORD', 'ACC', 'SMM', 'MAX', 'PACC', 'CC', 'PCC')","[0.09524988 0.09438408 0.09376338 0.09305691 0.09260059 0.09248364
 0.09239427 0.08950376 0.08782438 0.08593614 0.08280297]","(np.float64(1.049414504376914), np.float64(1.039875569166925), np.float64(1.0330370045777706), np.float64(1.0252534465306913), np.float64(1.020226043870759), np.float64(1.018937501573073), np.float64(1.0179528690264341), np.float64(0.9861067466005162), np.float64(0.9676041082427801), np.float64(0.9468005114233551), np.float64(0.9122807747614846))"
fried,"('ACC', 'X', 'MAX', 'SORD', 'DyS', 'SMM', 'MS', 'HDy', 'CC', 'PACC', 'PCC')","[0.09319943 0.09319943 0.09298173 0.09298073 0.092923   0.09243662
 0.09231513 0.09213113 0.0875934  0.08684814 0.08339126]","(np.float64(1.0264041621290965), np.float64(1.0264041621290965), np.float64(1.024006652105743), np.float64(1.0239956023771373), np.float64(1.023359777631946), np.float64(1.0180033389266234), np.float64(1.0166653161088441), np.float64(1.0146390120049855), np.float64(0.9646650059594617), np.float64(0.9564574561897311), np.float64(0.9183868561716311))","('DyS', 'SMM', 'MS', 'SORD', 'MAX', 'HDy', 'ACC', 'X', 'PACC', 'CC', 'PCC')","[0.09284482 0.09257723 0.09255845 0.09252581 0.09204024 0.09192052
 0.09187937 0.09179826 0.08994222 0.08735917 0.08455391]","(np.float64(1.022036577429113), np.float64(1.0190909549631835), np.float64(1.0188842188859095), np.float64(1.0185249105905165), np.float64(1.0131797789321026), np.float64(1.0118618090140112), np.float64(1.0114088615044856), np.float64(1.0105160556516968), np.float64(0.9900846985413436), np.float64(0.9616504854528001), np.float64(0.9307701167781989))"
gina_agnostic,"('DyS', 'HDy', 'SORD', 'MS', 'SMM', 'MAX', 'ACC', 'X', 'PACC', 'CC', 'PCC')","[0.09407445 0.0939428  0.09339421 0.09330549 0.09312812 0.09258497
 0.09233848 0.09129781 0.08655181 0.08569529 0.08368657]","(np.float64(1.0363175101307325), np.float64(1.0348673472794787), np.float64(1.02882412139143), np.float64(1.0278467800379525), np.float64(1.0258928555798879), np.float64(1.0199095017351132), np.float64(1.017194224304873), np.float64(1.005730229706091), np.float64(0.9534487258102937), np.float64(0.9440133017185814), np.float64(0.9218853480342611))","('HDy', 'DyS', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'PACC', 'CC', 'PCC')","[0.09274662 0.0926667  0.09240187 0.09234173 0.09231447 0.0920415
 0.09192776 0.09185376 0.08985977 0.08734937 0.08449645]","(np.float64(1.0209667054369829), np.float64(1.0200870255052243), np.float64(1.0171717405130698), np.float64(1.0165096554241648), np.float64(1.0162096195794799), np.float64(1.0132047384162541), np.float64(1.011952583799195), np.float64(1.011138001991473), np.float64(0.9891879373960029), np.float64(0.9615531430242722), np.float64(0.9301477832036392))"
houses,"('SORD', 'DyS', 'MS', 'SMM', 'ACC', 'X', 'MAX', 'HDy', 'CC', 'PACC', 'PCC')","[0.09128126 0.09126564 0.0912316  0.09116254 0.09113541 0.0910037
 0.0910037  0.09096377 0.09085671 0.09045247 0.08964321]","(np.float64(1.0041173065827889), np.float64(1.0039455412995286), np.float64(1.003571043796288), np.float64(1.0028113639976657), np.float64(1.002513004003348), np.float64(1.0010641104987392), np.float64(1.001064110498739), np.float64(1.0006249242748138), np.float64(0.999447199195379), np.float64(0.9950004128862924), np.float64(0.9860983415086082))","('HDy', 'DyS', 'SORD', 'SMM', 'MS', 'ACC', 'MAX', 'PACC', 'X', 'CC', 'PCC')","[0.09137873 0.09136891 0.09123561 0.09123449 0.09117961 0.09102738
 0.09102696 0.0910014  0.09087893 0.09014277 0.08952521]","(np.float64(1.0051991124591388), np.float64(1.0050909806972457), np.float64(1.0036247385433559), np.float64(1.0036123471676504), np.float64(1.0030086161443124), np.float64(1.001334135304458), np.float64(1.0013294508960007), np.float64(1.0010483194684325), np.float64(0.9997011170561292), np.float64(0.9916030017020725), np.float64(0.9848096279436588))"
jm1-processed,"('DyS', 'MS', 'SORD', 'SMM', 'HDy', 'MAX', 'ACC', 'X', 'PACC', 'CC', 'PCC')","[0.09366715 0.09316995 0.09315152 0.09306113 0.09270397 0.09267167
 0.09210781 0.09210781 0.08886814 0.08572754 0.08276332]","(np.float64(1.0317373242587158), np.float64(1.02626068412899), np.float64(1.0260577343131712), np.float64(1.0250620937581558), np.float64(1.0211280153190077), np.float64(1.0207721973105444), np.float64(1.014561300964092), np.float64(1.014561300964092), np.float64(0.978876534685371), np.float64(0.944283029089342), np.float64(0.9116323804434108))","('DyS', 'SORD', 'SMM', 'MAX', 'X', 'MS', 'HDy', 'ACC', 'PCC', 'CC', 'PACC')","[0.09835152 0.0977563  0.09736434 0.09734619 0.09734619 0.09549534
 0.09300645 0.09190641 0.08269206 0.07604978 0.07268543]","(np.float64(1.0924548235262033), np.float64(1.0858433385065522), np.float64(1.0814895270524791), np.float64(1.081287952896364), np.float64(1.081287952896364), np.float64(1.0607293247414866), np.float64(1.0330835924996637), np.float64(1.0208647259870107), np.float64(0.9185148697699905), np.float64(0.8447347788811186), np.float64(0.8073646823059436))"
kdd_JapaneseVowels,"('DyS', 'SORD', 'MS', 'MAX', 'PACC', 'SMM', 'X', 'ACC', 'HDy', 'CC', 'PCC')","[0.09206018 0.09185295 0.09180329 0.091803   0.09177374 0.09175526
 0.09173626 0.0916305  0.09030897 0.08806316 0.08721268]","(np.float64(1.0129587600107277), np.float64(1.0106786623919963), np.float64(1.0101322033933364), np.float64(1.010129054944501), np.float64(1.0098070950179914), np.float64(1.0096036533133204), np.float64(1.009394597439131), np.float64(1.0082309747601708), np.float64(0.9936898638142274), np.float64(0.9689787496734782), np.float64(0.9596206851657746))","('DyS', 'SORD', 'MS', 'MAX', 'PACC', 'SMM', 'X', 'ACC', 'HDy', 'CC', 'PCC')","[0.09206018 0.09185295 0.09180329 0.091803   0.09177374 0.09175526
 0.09173626 0.0916305  0.09030897 0.08806316 0.08721268]","(np.float64(1.0129587600107277), np.float64(1.0106786623919963), np.float64(1.0101322033933364), np.float64(1.010129054944501), np.float64(1.0098070950179914), np.float64(1.0096036533133204), np.float64(1.009394597439131), np.float64(1.0082309747601708), np.float64(0.9936898638142274), np.float64(0.9689787496734782), np.float64(0.9596206851657746))"
kin8nm,"('ACC', 'X', 'MAX', 'SORD', 'DyS', 'SMM', 'MS', 'HDy', 'CC', 'PACC', 'PCC')","[0.09319943 0.09319943 0.09298173 0.09298073 0.092923   0.09243662
 0.09231513 0.09213113 0.0875934  0.08684814 0.08339126]","(np.float64(1.0264041621290965), np.float64(1.0264041621290965), np.float64(1.024006652105743), np.float64(1.0239956023771373), np.float64(1.023359777631946), np.float64(1.0180033389266234), np.float64(1.0166653161088441), np.float64(1.0146390120049855), np.float64(0.9646650059594617), np.float64(0.9564574561897311), np.float64(0.9183868561716311))","('DyS', 'MS', 'SORD', 'SMM', 'HDy', 'MAX', 'ACC', 'X', 'PACC', 'CC', 'PCC')","[0.09366715 0.09316995 0.09315152 0.09306113 0.09270397 0.09267167
 0.09210781 0.09210781 0.08886814 0.08572754 0.08276332]","(np.float64(1.0317373242587158), np.float64(1.02626068412899), np.float64(1.0260577343131712), np.float64(1.0250620937581558), np.float64(1.0211280153190077), np.float64(1.0207721973105444), np.float64(1.014561300964092), np.float64(1.014561300964092), np.float64(0.978876534685371), np.float64(0.944283029089342), np.float64(0.9116323804434108))"
letter-recognition,"('DyS', 'SORD', 'SMM', 'MAX', 'X', 'MS', 'HDy', 'ACC', 'PCC', 'CC', 'PACC')","[0.0976791  0.09722218 0.09689423 0.09652271 0.09648605 0.09504421
 0.09308619 0.09134823 0.08447718 0.07910258 0.07213733]","(np.float64(1.0834116424893345), np.float64(1.0783435944535589), np.float64(1.0747062155521765), np.float64(1.0705854123140488), np.float64(1.0701788129287426), np.float64(1.0541866085301157), np.float64(1.0324691930558763), np.float64(1.0131925377119615), np.float64(0.9369819983801413), np.float64(0.8773693663126976), np.float64(0.8001140929879931))","('DyS', 'SORD', 'SMM', 'HDy', 'MAX', 'X', 'MS', 'ACC', 'PCC', 'CC', 'PACC')","[0.09945988 0.09880098 0.09849742 0.09774875 0.0976271  0.0976271
 0.09338995 0.08921946 0.08160867 0.07454147 0.07147921]","(np.float64(1.1072192681052864), np.float64(1.09988423207303), np.float64(1.0965048294471413), np.float64(1.088170387726167), np.float64(1.0868161443756807), np.float64(1.0868161443756807), np.float64(1.039646837735562), np.float64(0.9932196796402335), np.float64(0.9084939183849539), np.float64(0.8298195776199847), np.float64(0.7957295090818977))"
magic,"('DyS', 'SORD', 'MS', 'SMM', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09405516 0.09387857 0.09385452 0.09379526 0.09311191 0.09308001
 0.09308001 0.09114731 0.08769269 0.08335371 0.08295085]","(np.float64(1.0365727660745132), np.float64(1.0346266301667633), np.float64(1.0343616011655457), np.float64(1.033708433456385), np.float64(1.02617735379453), np.float64(1.025825825753129), np.float64(1.025825825753129), np.float64(1.0045256683488208), np.float64(0.9664526220005432), np.float64(0.9186331239877324), np.float64(0.9141932496938996))","('DyS', 'SORD', 'MS', 'SMM', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09405516 0.09387857 0.09385452 0.09379526 0.09311191 0.09308001
 0.09308001 0.09114731 0.08769269 0.08335371 0.08295085]","(np.float64(1.0365727660745132), np.float64(1.0346266301667633), np.float64(1.0343616011655457), np.float64(1.033708433456385), np.float64(1.02617735379453), np.float64(1.025825825753129), np.float64(1.025825825753129), np.float64(1.0045256683488208), np.float64(0.9664526220005432), np.float64(0.9186331239877324), np.float64(0.9141932496938996))"
mozilla,"('DyS', 'SORD', 'MS', 'SMM', 'HDy', 'ACC', 'MAX', 'X', 'PACC', 'PCC', 'CC')","[0.0928907  0.09276293 0.09274364 0.09273525 0.09221949 0.09216043
 0.09211154 0.0920051  0.0892731  0.08571139 0.08538642]","(np.float64(1.0226476150382928), np.float64(1.0212409371101132), np.float64(1.021028640268676), np.float64(1.0209362255223722), np.float64(1.0152582023175558), np.float64(1.0146079346882655), np.float64(1.0140696873731516), np.float64(1.0128979139388903), np.float64(0.9828209311743095), np.float64(0.943609467614707), np.float64(0.9400318971897013))","('DyS', 'SORD', 'MS', 'SMM', 'ACC', 'MAX', 'X', 'HDy', 'CC', 'PACC', 'PCC')","[0.09345828 0.09306659 0.09305738 0.09299427 0.09298217 0.09289868
 0.09289868 0.09264436 0.08872191 0.08518417 0.08209351]","(np.float64(1.0296812070766426), np.float64(1.0253657095320559), np.float64(1.025264265787658), np.float64(1.0245689546774688), np.float64(1.0244355408543737), np.float64(1.023515694748856), np.float64(1.023515694748856), np.float64(1.0207137641313977), np.float64(0.9774980197442315), np.float64(0.9385207082473357), np.float64(0.9044692273650836))"
namao,"('DyS', 'SORD', 'MS', 'SMM', 'HDy', 'ACC', 'MAX', 'X', 'PACC', 'PCC', 'CC')","[0.0928907  0.09276293 0.09274364 0.09273525 0.09221949 0.09216043
 0.09211154 0.0920051  0.0892731  0.08571139 0.08538642]","(np.float64(1.0226476150382928), np.float64(1.0212409371101132), np.float64(1.021028640268676), np.float64(1.0209362255223722), np.float64(1.0152582023175558), np.float64(1.0146079346882655), np.float64(1.0140696873731516), np.float64(1.0128979139388903), np.float64(0.9828209311743095), np.float64(0.943609467614707), np.float64(0.9400318971897013))","('DyS', 'MS', 'SORD', 'SMM', 'X', 'ACC', 'MAX', 'HDy', 'PACC', 'CC', 'PCC')","[0.09192604 0.09177566 0.09177494 0.09174973 0.09142667 0.09133964
 0.09131545 0.09097224 0.09080391 0.0890918  0.08782392]","(np.float64(1.011358668677088), np.float64(1.009704148332334), np.float64(1.0096962000866778), np.float64(1.009418890869076), np.float64(1.0058646157972753), np.float64(1.004907111500154), np.float64(1.0046410031081683), np.float64(1.0008650621754143), np.float64(0.999013126574539), np.float64(0.980176686297584), np.float64(0.9662276110006088))"
occupancy,"('SORD', 'MS', 'DyS', 'SMM', 'HDy', 'X', 'ACC', 'MAX', 'PACC', 'CC', 'PCC')","[0.09253241 0.09251449 0.09249112 0.09248306 0.09233711 0.09176843
 0.09171537 0.091591   0.09010681 0.08742471 0.08503549]","(np.float64(1.0185055495132629), np.float64(1.0183082926127713), np.float64(1.0180511583591678), np.float64(1.017962430956422), np.float64(1.0163559565578402), np.float64(1.0100964896261844), np.float64(1.0095123938881334), np.float64(1.008143533140078), np.float64(0.991806959873386), np.float64(0.9622850120010608), np.float64(0.935986876216193))","('SORD', 'CC', 'MS', 'ACC', 'MAX', 'DyS', 'SMM', 'X', 'HDy', 'PCC', 'PACC')","[0.09143766 0.09140011 0.0913937  0.0913881  0.09135232 0.09135182
 0.09123949 0.0912388  0.09046408 0.08947092 0.089263  ]","(np.float64(1.0058809937746347), np.float64(1.0054679947844851), np.float64(1.0053974081267811), np.float64(1.0053358513536403), np.float64(1.004942241856838), np.float64(1.0049367671763634), np.float64(1.0037009971517221), np.float64(1.0036934972845681), np.float64(0.9951709831852803), np.float64(0.9842455127625337), np.float64(0.9819581812456019))"
page-blocks,"('DyS', 'MAX', 'X', 'HDy', 'SORD', 'PACC', 'SMM', 'MS', 'ACC', 'CC', 'PCC')","[0.09459513 0.09424622 0.09424622 0.09223725 0.0916787  0.09157209
 0.09123414 0.09088889 0.09062226 0.08496382 0.08371527]","(np.float64(1.0419093630202911), np.float64(1.0380663627666376), np.float64(1.0380663627666376), np.float64(1.0159387780617337), np.float64(1.009786654299242), np.float64(1.008612452397648), np.float64(1.0048901171770852), np.float64(1.0010873053988119), np.float64(0.9981505877837096), np.float64(0.9358262251667725), np.float64(0.9220742257547677))","('DyS', 'MAX', 'X', 'HDy', 'SORD', 'PACC', 'SMM', 'MS', 'ACC', 'CC', 'PCC')","[0.09459513 0.09424622 0.09424622 0.09223725 0.0916787  0.09157209
 0.09123414 0.09088889 0.09062226 0.08496382 0.08371527]","(np.float64(1.0419093630202911), np.float64(1.0380663627666376), np.float64(1.0380663627666376), np.float64(1.0159387780617337), np.float64(1.009786654299242), np.float64(1.008612452397648), np.float64(1.0048901171770852), np.float64(1.0010873053988119), np.float64(0.9981505877837096), np.float64(0.9358262251667725), np.float64(0.9220742257547677))"
parity5_plus_5,"('CC', 'PCC', 'DyS', 'HDy', 'MS', 'MAX', 'SMM', 'SORD', 'X', 'ACC', 'PACC')","[0.09676292 0.09646961 0.09393442 0.09256972 0.09232147 0.092134
 0.09197743 0.09013187 0.08735989 0.08396587 0.0823728 ]","(np.float64(1.0667665041853258), np.float64(1.0635328502571457), np.float64(1.0355835714583606), np.float64(1.020538421673222), np.float64(1.0178015561100107), np.float64(1.015734840331201), np.float64(1.0140086776364803), np.float64(0.9936622457158283), np.float64(0.9631024582213206), np.float64(0.9256848796699486), np.float64(0.9081220716535805))","('MS', 'MAX', 'X', 'PCC', 'SORD', 'DyS', 'CC', 'SMM', 'ACC', 'HDy', 'PACC')","[0.09508584 0.09331091 0.09331091 0.09264777 0.09248127 0.09203642
 0.09119468 0.09089931 0.09088371 0.08919579 0.07895338]","(np.float64(1.0480379169453875), np.float64(1.0284746182265754), np.float64(1.0284746182265754), np.float64(1.0211654882217105), np.float64(1.0193302607412567), np.float64(1.0144271074051745), np.float64(1.005149420623538), np.float64(1.0018938538722932), np.float64(1.0017219565802713), np.float64(0.9831176865482849), np.float64(0.8702256018194298))"
pendigits,"('DyS', 'SORD', 'MS', 'MAX', 'PACC', 'SMM', 'X', 'ACC', 'HDy', 'CC', 'PCC')","[0.09206018 0.09185295 0.09180329 0.091803   0.09177374 0.09175526
 0.09173626 0.0916305  0.09030897 0.08806316 0.08721268]","(np.float64(1.0129587600107277), np.float64(1.0106786623919963), np.float64(1.0101322033933364), np.float64(1.010129054944501), np.float64(1.0098070950179914), np.float64(1.0096036533133204), np.float64(1.009394597439131), np.float64(1.0082309747601708), np.float64(0.9936898638142274), np.float64(0.9689787496734782), np.float64(0.9596206851657746))","('DyS', 'SORD', 'MS', 'MAX', 'X', 'SMM', 'ACC', 'CC', 'PACC', 'HDy', 'PCC')","[0.09148507 0.09138395 0.09134612 0.09130076 0.09130076 0.09125611
 0.09108106 0.09096332 0.09053649 0.09010065 0.08924571]","(np.float64(1.0063842119013962), np.float64(1.0052718033048698), np.float64(1.0048556685742764), np.float64(1.0043567307019305), np.float64(1.0043567307019305), np.float64(1.0038655792615065), np.float64(1.0019398889742088), np.float64(1.0006447328204748), np.float64(0.9959492974638054), np.float64(0.9911548353783004), np.float64(0.9817501103778777))"
phoneme,"('DyS', 'SORD', 'SMM', 'MAX', 'X', 'HDy', 'MS', 'ACC', 'PACC', 'PCC', 'CC')","[0.09496448 0.09474971 0.09441471 0.09387897 0.09387897 0.09381717
 0.0936376  0.09134805 0.08788633 0.08095146 0.08047254]","(np.float64(1.0479104572217501), np.float64(1.045540442636338), np.float64(1.0418438268390051), np.float64(1.035932093147235), np.float64(1.035932093147235), np.float64(1.0352500692289939), np.float64(1.03326865225942), np.float64(1.0080039738967013), np.float64(0.9698046926709285), np.float64(0.893280080807419), np.float64(0.8879952737554276))","('DyS', 'SORD', 'SMM', 'MAX', 'X', 'HDy', 'MS', 'ACC', 'PACC', 'PCC', 'CC')","[0.0952708  0.09492264 0.09454533 0.09404304 0.09384002 0.09360881
 0.09330382 0.09078571 0.08816034 0.08115617 0.08036333]","(np.float64(1.0512771775989387), np.float64(1.0474352870665595), np.float64(1.0432718226238076), np.float64(1.0377292309851935), np.float64(1.0354890135919406), np.float64(1.0329376662906953), np.float64(1.0295722901546043), np.float64(1.001785916235963), np.float64(0.9728158887142445), np.float64(0.8955275922239597), np.float64(0.8867789090609441))"
