,predicted_ranking,predicted_ranking_weights,predicted_ranking_arr,true_ranking,true_ranking_weights,true_ranking_arr
60_waveform-5000,"('HDy', 'DyS', 'SORD', 'MAX', 'MS', 'X', 'ACC', 'SMM', 'PCC', 'CC', 'PACC')","[0.09582761 0.09515204 0.09360545 0.09334964 0.09148066 0.0902276
 0.08927004 0.08923999 0.08865159 0.08779029 0.08540509]","(np.float64(1.0571198159664752), np.float64(1.049667199121052), np.float64(1.0326060564806605), np.float64(1.0297841003597252), np.float64(1.0091664840394723), np.float64(0.9953433992419873), np.float64(0.9847801199661586), np.float64(0.9844486665004797), np.float64(0.9779577215988424), np.float64(0.9684562796165932), np.float64(0.9421440253467905))","('DyS', 'SORD', 'MAX', 'MS', 'SMM', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09294407 0.09276558 0.09275508 0.09267633 0.09262383 0.09197812
 0.09154765 0.09101218 0.08961051 0.08788335 0.08420331]","(np.float64(1.0231786474347506), np.float64(1.021213734956604), np.float64(1.0210981518696542), np.float64(1.0202312787175305), np.float64(1.0196533632827816), np.float64(1.012545003435368), np.float64(1.0078060968704263), np.float64(1.0019113594359859), np.float64(0.9864810173281867), np.float64(0.9674675995249435), np.float64(0.926955727549036))"
679_rmftsa_sleepdata,"('HDy', 'DyS', 'SORD', 'MAX', 'MS', 'X', 'SMM', 'ACC', 'CC', 'PCC', 'PACC')","[0.09701413 0.0964077  0.09496964 0.09475434 0.09247341 0.09142619
 0.09040811 0.08986883 0.08604546 0.08428137 0.08235082]","(np.float64(1.0712922394411173), np.float64(1.0645956807655519), np.float64(1.0487157489220138), np.float64(1.0463382471802092), np.float64(1.021150728570824), np.float64(1.0095866539017275), np.float64(0.9983443174055386), np.float64(0.9923893212763669), np.float64(0.9501691707920744), np.float64(0.9306890096362167), np.float64(0.9093705754636816))","('DyS', 'HDy', 'SORD', 'MAX', 'MS', 'SMM', 'PCC', 'X', 'ACC', 'CC', 'PACC')","[0.10035955 0.10024677 0.09831179 0.09798533 0.09725526 0.09350994
 0.08648819 0.08536638 0.08441076 0.08257667 0.07348936]","(np.float64(1.1132974734911214), np.float64(1.112046447713929), np.float64(1.090581479115779), np.float64(1.086960088708116), np.float64(1.0788613428873415), np.float64(1.0373141183921495), np.float64(0.9594213028964098), np.float64(0.9469768885864397), np.float64(0.9363760912112797), np.float64(0.9160304614664077), np.float64(0.8152241212094531))"
AedesQuinx,"('DyS', 'SORD', 'SMM', 'MAX', 'X', 'MS', 'HDy', 'ACC', 'PCC', 'PACC', 'CC')","[0.09506737 0.09462699 0.09456427 0.0942566  0.09416837 0.09399537
 0.09269905 0.09151745 0.08390172 0.08328212 0.08192069]","(np.float64(1.0506741658253373), np.float64(1.0458071989324282), np.float64(1.045114020331516), np.float64(1.0417136409411154), np.float64(1.040738510571572), np.float64(1.0388265544507758), np.float64(1.0244997657440154), np.float64(1.0114408579070762), np.float64(0.9272726413404122), np.float64(0.9204249493514993), np.float64(0.9053785732215563))","('DyS', 'SORD', 'SMM', 'MS', 'ACC', 'X', 'MAX', 'HDy', 'PACC', 'CC', 'PCC')","[0.09291319 0.09289732 0.09282856 0.09281798 0.09256939 0.09240543
 0.09239485 0.09150099 0.08851793 0.0874125  0.08374186]","(np.float64(1.0230295221168282), np.float64(1.0228548131059203), np.float64(1.0220977407253187), np.float64(1.02198126805138), np.float64(1.0192441602138207), np.float64(1.0174388337677711), np.float64(1.0173223610938327), np.float64(1.0074804201460132), np.float64(0.9746351260953035), np.float64(0.9624637316687105), np.float64(0.9220477138119858))"
AedesSex,"('DyS', 'SORD', 'SMM', 'MS', 'MAX', 'ACC', 'X', 'HDy', 'PCC', 'CC', 'PACC')","[0.09384844 0.09354601 0.09353009 0.09314171 0.09305431 0.09277769
 0.09274294 0.09231379 0.08527018 0.08505811 0.08471674]","(np.float64(1.0355239966241916), np.float64(1.0321869751834267), np.float64(1.032011253024074), np.float64(1.0277259091505233), np.float64(1.0267615190037995), np.float64(1.0237093047221801), np.float64(1.0233259005147626), np.float64(1.0185906221944043), np.float64(0.9408713741870518), np.float64(0.9385314306939272), np.float64(0.9347647948649683))","('SORD', 'DyS', 'MS', 'SMM', 'ACC', 'MAX', 'X', 'HDy', 'CC', 'PACC', 'PCC')","[0.09123342 0.09122835 0.09122328 0.09118781 0.09114727 0.09107632
 0.09107632 0.09085841 0.09080774 0.09053915 0.08962191]","(np.float64(1.003590937478585), np.float64(1.0035351921162836), np.float64(1.0034794467539823), np.float64(1.0030892292178732), np.float64(1.0026432663194629), np.float64(1.001862831247245), np.float64(1.0018628312472448), np.float64(0.9994657806682896), np.float64(0.9989083270452769), np.float64(0.9959538228433085), np.float64(0.9858639122667755))"
ArabicDigit,"('HDy', 'DyS', 'SORD', 'MAX', 'MS', 'X', 'SMM', 'ACC', 'CC', 'PCC', 'PACC')","[0.09586912 0.09553936 0.09407927 0.09399878 0.09181925 0.09035905
 0.08945112 0.08931701 0.0873382  0.08733083 0.084898  ]","(np.float64(1.0578990626175735), np.float64(1.0542601862030878), np.float64(1.0381482898578833), np.float64(1.0372601063123672), np.float64(1.0132093795899197), np.float64(0.9970963630215226), np.float64(0.9870775494644828), np.float64(0.9855976431492132), np.float64(0.9637618005935014), np.float64(0.9636804666089734), np.float64(0.9368346510138625))","('DyS', 'HDy', 'SORD', 'MS', 'SMM', 'CC', 'X', 'ACC', 'MAX', 'PACC', 'PCC')","[0.09119212 0.09113662 0.09106597 0.09102561 0.09101551 0.09091964
 0.09084395 0.09077331 0.09077331 0.09073799 0.09051597]","(np.float64(1.0031174245382846), np.float64(1.0025068634197418), np.float64(1.0017297856325054), np.float64(1.001285741182656), np.float64(1.0011747300701936), np.float64(1.0001201245018012), np.float64(0.999287541158334), np.float64(0.9985104633710973), np.float64(0.9985104633710973), np.float64(0.9981219244774792), np.float64(0.9956796800033079))"
BNG,"('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934435767), np.float64(1.00314928662445), np.float64(1.0030935720140104), np.float64(1.002647855130512), np.float64(1.0024807112989311), np.float64(1.0019235651945886), np.float64(1.0009764168172248), np.float64(1.0006421291545897), np.float64(0.998803547009442), np.float64(0.9936778028487601), np.float64(0.9884963440773938))","('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934429968), np.float64(1.00314928662385), np.float64(1.0030935720134146), np.float64(1.0026478551299303), np.float64(1.0024807112986236), np.float64(1.0019235651942682), np.float64(1.0009764168168633), np.float64(1.0006421291542504), np.float64(0.9988035470098774), np.float64(0.993677802849807), np.float64(0.9884963440793009))"
BNG_breast-w,"('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934435767), np.float64(1.00314928662445), np.float64(1.0030935720140104), np.float64(1.002647855130512), np.float64(1.0024807112989311), np.float64(1.0019235651945886), np.float64(1.0009764168172248), np.float64(1.0006421291545897), np.float64(0.998803547009442), np.float64(0.9936778028487601), np.float64(0.9884963440773938))","('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09130001 0.09119364 0.09118858 0.09114806 0.09113287 0.09108222
 0.09099611 0.09096573 0.09079858 0.09033262 0.08986158]","(np.float64(1.0043192934429968), np.float64(1.00314928662385), np.float64(1.0030935720134146), np.float64(1.0026478551299303), np.float64(1.0024807112986236), np.float64(1.0019235651942682), np.float64(1.0009764168168633), np.float64(1.0006421291542504), np.float64(0.9988035470098774), np.float64(0.993677802849807), np.float64(0.9884963440793009))"
GAMETES_Epistasis_2-Way_20atts_0.1H_EDM-1_1,"('PCC', 'CC', 'HDy', 'SORD', 'DyS', 'SMM', 'MAX', 'ACC', 'MS', 'X', 'PACC')","[0.09515383 0.09412522 0.09405767 0.09266975 0.09230638 0.09175844
 0.09117773 0.09070123 0.08851667 0.0875465  0.08198659]","(np.float64(1.049060496653719), np.float64(1.037720132948626), np.float64(1.0369754809121343), np.float64(1.021673726029578), np.float64(1.0176676535166234), np.float64(1.0116266692625782), np.float64(1.00522435906918), np.float64(0.9999710001679751), np.float64(0.9758865279113529), np.float64(0.965190482824657), np.float64(0.903893103764819))","('PCC', 'CC', 'HDy', 'SORD', 'DyS', 'SMM', 'MAX', 'ACC', 'MS', 'X', 'PACC')","[0.09631362 0.09517931 0.09495638 0.09291068 0.09230746 0.09213043
 0.09137641 0.09035356 0.08622282 0.08618348 0.08206585]","(np.float64(1.0615808735384893), np.float64(1.0490783232291412), np.float64(1.046621174613431), np.float64(1.0240732226104439), np.float64(1.0174244675326405), np.float64(1.0154732024554587), np.float64(1.0071622586082036), np.float64(0.9958882826067104), np.float64(0.9503587641391407), np.float64(0.9499251496775448), np.float64(0.9045401693638402))"
GAMETES_Epistasis_2-Way_20atts_0.4H_EDM-1_1,"('HDy', 'SORD', 'DyS', 'SMM', 'PCC', 'CC', 'MAX', 'ACC', 'MS', 'X', 'PACC')","[0.09487801 0.09327843 0.09316076 0.09281113 0.09258914 0.09214825
 0.09177576 0.09139333 0.08874602 0.08854023 0.08067895]","(np.float64(1.0462830724352536), np.float64(1.0286434390631303), np.float64(1.0273458183472373), np.float64(1.0234902433856257), np.float64(1.0210421939498948), np.float64(1.0161801815330158), np.float64(1.0120725283665273), np.float64(1.0078552062463355), np.float64(0.9786615178393065), np.float64(0.9763922238984516), np.float64(0.8897006349617075))","('PCC', 'CC', 'SMM', 'ACC', 'MS', 'HDy', 'SORD', 'DyS', 'MAX', 'X', 'PACC')","[0.09739535 0.09532938 0.09383287 0.09349517 0.09125041 0.09080013
 0.09054189 0.09029026 0.08796604 0.08613183 0.08296666]","(np.float64(1.0732254955262441), np.float64(1.050460002982915), np.float64(1.0339696141534527), np.float64(1.0302483317184854), np.float64(1.005512748474291), np.float64(1.0005510385610017), np.float64(0.9977053519930854), np.float64(0.9949326317474233), np.float64(0.9693214526361782), np.float64(0.9491097813717483), np.float64(0.914231879334212))"
HTRU,"('SORD', 'X', 'SMM', 'MS', 'MAX', 'DyS', 'ACC', 'PACC', 'HDy', 'CC', 'PCC')","[0.09367032 0.09360432 0.0935988  0.09343694 0.09342946 0.09328163
 0.09318166 0.09263742 0.08741218 0.0830604  0.08268686]","(np.float64(1.0336955442749969), np.float64(1.032967259362507), np.float64(1.0329062816989016), np.float64(1.0311201355986006), np.float64(1.0310375931311546), np.float64(1.0294061898641964), np.float64(1.0283029418344403), np.float64(1.022297036097394), np.float64(0.9646341191047836), np.float64(0.9166102077447065), np.float64(0.9124880162437519))","('DyS', 'MS', 'SMM', 'MAX', 'SORD', 'ACC', 'PACC', 'X', 'HDy', 'CC', 'PCC')","[0.09234558 0.09225266 0.09221136 0.0922062  0.09218555 0.09207198
 0.09201004 0.09195325 0.09026007 0.08635232 0.08615099]","(np.float64(1.0163938782038953), np.float64(1.0153711752771473), np.float64(1.0149166406430372), np.float64(1.0148598238137734), np.float64(1.014632556496718), np.float64(1.013382586252915), np.float64(1.01270078430175), np.float64(1.0120757991798484), np.float64(0.9934398791813303), np.float64(0.9504295394286537), np.float64(0.9482136830873664))"
MagicTelescope,"('DyS', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09394259 0.09375319 0.09363954 0.09362872 0.09328237 0.09318496
 0.09308755 0.09114475 0.08755679 0.0835846  0.08319496]","(np.float64(1.0352345855686358), np.float64(1.0331473187847662), np.float64(1.0318949587146662), np.float64(1.0317756863268097), np.float64(1.027958969921123), np.float64(1.0268855184337145), np.float64(1.025812066944887), np.float64(1.0044026733632756), np.float64(0.9648638768554462), np.float64(0.9210909105937723), np.float64(0.9167971046400014))","('DyS', 'SMM', 'SORD', 'MS', 'ACC', 'MAX', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.09394259 0.09375319 0.09363954 0.09362872 0.09328237 0.09318496
 0.09308755 0.09114475 0.08755679 0.0835846  0.08319496]","(np.float64(1.035234585567515), np.float64(1.0331473187837963), np.float64(1.0318949587135655), np.float64(1.0317756863259242), np.float64(1.0279589699214107), np.float64(1.0268855184326413), np.float64(1.0258120669438717), np.float64(1.0044026733623033), np.float64(0.9648638768592953), np.float64(0.9210909105950298), np.float64(0.916797104639952))"
abalone,"('DyS', 'MS', 'SORD', 'SMM', 'HDy', 'MAX', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09289161 0.09273324 0.09265585 0.09257372 0.09226664 0.09222782
 0.09215159 0.09154941 0.08866987 0.08693307 0.08534719]","(np.float64(1.0230184428900024), np.float64(1.0212743077628725), np.float64(1.0204220557751946), np.float64(1.0195174714564867), np.float64(1.0161356537192345), np.float64(1.0157081230554086), np.float64(1.0148685426993187), np.float64(1.00823671547202), np.float64(0.9765242543471997), np.float64(0.9573968694370296), np.float64(0.9399314435910497))","('DyS', 'MS', 'SMM', 'SORD', 'ACC', 'HDy', 'X', 'MAX', 'PACC', 'CC', 'PCC')","[0.09299644 0.09283213 0.09273142 0.09269432 0.0923498  0.09220669
 0.09212719 0.09210069 0.09007068 0.08643999 0.08345064]","(np.float64(1.0240104983687703), np.float64(1.0222012494228527), np.float64(1.0210923549076125), np.float64(1.0206838148230506), np.float64(1.0168902283235455), np.float64(1.01531443085452), np.float64(1.0144389878161726), np.float64(1.014147173470057), np.float64(0.991794194557588), np.float64(0.9518156291397257), np.float64(0.9188989708978657))"
ailerons,"('DyS', 'SMM', 'MS', 'SORD', 'HDy', 'ACC', 'MAX', 'X', 'CC', 'PACC', 'PCC')","[0.09377603 0.09338909 0.09331307 0.09314279 0.09304971 0.09275298
 0.09261937 0.09216416 0.08700683 0.0857     0.08308596]","(np.float64(1.0332623835394523), np.float64(1.0289989905852504), np.float64(1.0281613395484643), np.float64(1.0262851393168144), np.float64(1.0252595718967816), np.float64(1.0219900419078736), np.float64(1.0205178965969057), np.float64(1.0155021245791), np.float64(0.9586766242712255), np.float64(0.9442773868344212), np.float64(0.9154748946541521))","('DyS', 'MS', 'SMM', 'SORD', 'HDy', 'MAX', 'X', 'ACC', 'PACC', 'CC', 'PCC')","[0.09236017 0.09210029 0.09210029 0.09198075 0.09178324 0.09172606
 0.09171047 0.09153895 0.09065535 0.08794219 0.08610223]","(np.float64(1.016387388983709), np.float64(1.0135274971172685), np.float64(1.0135274971172685), np.float64(1.0122119468587056), np.float64(1.0100384290402107), np.float64(1.0094092528295942), np.float64(1.0092376593176078), np.float64(1.0073501306857569), np.float64(0.9976264983398595), np.float64(0.9677692272542207), np.float64(0.9475211928398218))"
anuranCalls,"('DyS', 'MS', 'SMM', 'SORD', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09212964 0.09208985 0.09204928 0.09203881 0.09162904 0.09156132
 0.09153061 0.09126813 0.0900292  0.08890329 0.08677083]","(np.float64(1.0138987667128645), np.float64(1.0134608634527988), np.float64(1.0130143341836007), np.float64(1.0128991394648297), np.float64(1.0083895176049955), np.float64(1.0076442757483184), np.float64(1.0073062933700114), np.float64(1.0044177355883819), np.float64(0.9907831015731716), np.float64(0.9783923527898319), np.float64(0.9549242983951367))","('DyS', 'SMM', 'MS', 'SORD', 'X', 'HDy', 'ACC', 'MAX', 'PACC', 'CC', 'PCC')","[0.09208071 0.09170045 0.09161309 0.09152573 0.09143838 0.09137157
 0.09119172 0.09100159 0.09061105 0.08913625 0.08832947]","(np.float64(1.0130250400531398), np.float64(1.0088415855141348), np.float64(1.0078805216335527), np.float64(1.00691945775297), np.float64(1.0059583938723882), np.float64(1.00522346266959), np.float64(1.0032448017389792), np.float64(1.0011530744694768), np.float64(0.9968565535915797), np.float64(0.9806315339605736), np.float64(0.9717558263575492))"
balloon,"('DyS', 'SMM', 'MS', 'SORD', 'X', 'MAX', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09282054 0.09252874 0.0924731  0.09240151 0.09204593 0.09196062
 0.09178543 0.09170368 0.08968958 0.0872533  0.08533756]","(np.float64(1.0217970552275937), np.float64(1.0185848588098412), np.float64(1.0179723615908451), np.float64(1.017184269049703), np.float64(1.0132699583004554), np.float64(1.0123307426663035), np.float64(1.0104022322912702), np.float64(1.0095023384188602), np.float64(0.9873305357220687), np.float64(0.9605111882908978), np.float64(0.939422104545878))","('ACC', 'PACC', 'MS', 'SORD', 'SMM', 'DyS', 'MAX', 'X', 'HDy', 'PCC', 'CC')","[0.09345672 0.09289277 0.09282952 0.09278208 0.09256599 0.09244476
 0.09090574 0.09090574 0.08993067 0.08589336 0.08539265]","(np.float64(1.0288663861646579), np.float64(1.0226577661019687), np.float64(1.0219614722631625), np.float64(1.021439251884058), np.float64(1.0190602479348032), np.float64(1.0177256847437577), np.float64(1.0007825346661388), np.float64(1.0007825346661388), np.float64(0.9900480046512088), np.float64(0.9456012479407422), np.float64(0.9400889217168592))"
bank8FM,"('DyS', 'SORD', 'SMM', 'MS', 'MAX', 'X', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09175591 0.09164973 0.09159866 0.09159513 0.09147056 0.09126238
 0.09109044 0.09108337 0.09038323 0.08980629 0.08830429]","(np.float64(1.0095743201448526), np.float64(1.0084059837955677), np.float64(1.0078441342350979), np.float64(1.007805251305111), np.float64(1.0064346649958242), np.float64(1.0041440771083368), np.float64(1.0022521938114788), np.float64(1.0021744699139872), np.float64(0.9944708657120089), np.float64(0.9881229904031166), np.float64(0.9715966879082542))","('DyS', 'SMM', 'HDy', 'MS', 'SORD', 'PACC', 'MAX', 'X', 'ACC', 'CC', 'PCC')","[0.09174088 0.0915005  0.09147493 0.09143913 0.09142379 0.0911783
 0.09114761 0.09106066 0.09101975 0.08939848 0.08861597]","(np.float64(1.0092481849846973), np.float64(1.006603768819631), np.float64(1.0063224479510067), np.float64(1.0059285987349331), np.float64(1.0057598062137587), np.float64(1.0030591258749675), np.float64(1.0027215408326189), np.float64(1.0017650498792972), np.float64(1.0013149364894987), np.float64(0.9834791934187328), np.float64(0.9748707748388362))"
churn,"('SMM', 'MS', 'DyS', 'SORD', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09244094 0.09239078 0.09238702 0.09234396 0.09204501 0.09196001
 0.09176627 0.09083386 0.09006561 0.08789325 0.08587327]","(np.float64(1.01745478093946), np.float64(1.0169027508692878), np.float64(1.0168613371270558), np.float64(1.016387419628637), np.float64(1.0130969798982448), np.float64(1.0121614470736289), np.float64(1.0100290768378046), np.float64(0.999766471020709), np.float64(0.99131065716561), np.float64(0.9674005025217316), np.float64(0.9451675476604923))","('DyS', 'MAX', 'SORD', 'X', 'SMM', 'MS', 'ACC', 'HDy', 'PCC', 'CC', 'PACC')","[0.09853701 0.0981301  0.09784188 0.09716936 0.09709589 0.09554174
 0.09328116 0.09323595 0.07993243 0.07495916 0.07427533]","(np.float64(1.0950038505093729), np.float64(1.090482078529308), np.float64(1.0872791567100955), np.float64(1.0798056724652656), np.float64(1.0789892414133095), np.float64(1.0617185845450061), np.float64(1.0365976291002013), np.float64(1.0360952099913052), np.float64(0.8882583871986279), np.float64(0.832992285220057), np.float64(0.8253931961980033))"
clean2,"('SMM', 'MS', 'SORD', 'MAX', 'ACC', 'CC', 'X', 'DyS', 'HDy', 'PACC', 'PCC')","[0.09212462 0.09176954 0.09113048 0.09105597 0.09102309 0.09099628
 0.0909162  0.09088663 0.09036284 0.09029075 0.08944362]","(np.float64(1.0135911489855591), np.float64(1.0096844689398787), np.float64(1.0026532689827283), np.float64(1.0018335240267882), np.float64(1.0014716707468954), np.float64(1.0011766909026434), np.float64(1.0002956475872433), np.float64(0.9999702827841688), np.float64(0.9942073543848116), np.float64(0.9934141705088143), np.float64(0.9840937091009145))","('ACC', 'CC', 'DyS', 'MS', 'SMM', 'SORD', 'MAX', 'X', 'HDy', 'PACC', 'PCC')","[0.09101876 0.09101876 0.09101876 0.09101876 0.09101876 0.09101876
 0.09091865 0.09091865 0.0907835  0.09063333 0.09063333]","(np.float64(1.0012087297084808), np.float64(1.0012087297084808), np.float64(1.0012087297084808), np.float64(1.0012087297084808), np.float64(1.0012087297084808), np.float64(1.0012087297084808), np.float64(1.0001075209787724), np.float64(1.0001075209787724), np.float64(0.9986208891936659), np.float64(0.9969690760991032), np.float64(0.9969690760991032))"
click-prediction,"('HDy', 'DyS', 'SORD', 'MAX', 'MS', 'X', 'SMM', 'ACC', 'PCC', 'CC', 'PACC')","[0.09560174 0.09557765 0.09449723 0.09421367 0.09216809 0.09110523
 0.09019228 0.08939145 0.08629579 0.08584446 0.08511241]","(np.float64(1.055359180850263), np.float64(1.0550932269446265), np.float64(1.0431662662143073), np.float64(1.040036091214159), np.float64(1.0174546055626), np.float64(1.0057215615766966), np.float64(0.9956434607392348), np.float64(0.9868029990874408), np.float64(0.9526296023060341), np.float64(0.9476473642354095), np.float64(0.9395661255916494))","('DyS', 'HDy', 'SORD', 'MAX', 'X', 'SMM', 'PCC', 'MS', 'ACC', 'CC', 'PACC')","[0.10093657 0.10024845 0.09985524 0.09962177 0.09962177 0.09920398
 0.08479642 0.0826829  0.07996114 0.07665569 0.07641608]","(np.float64(1.1234160122489745), np.float64(1.1157572679992462), np.float64(1.1113808427136875), np.float64(1.108782340200387), np.float64(1.108782340200387), np.float64(1.1041323883344807), np.float64(0.9437774306057987), np.float64(0.9202541446959197), np.float64(0.8899610759224416), np.float64(0.8531717508657121), np.float64(0.8505048667073247))"
cmc,"('DyS', 'HDy', 'SMM', 'MS', 'SORD', 'X', 'ACC', 'MAX', 'CC', 'PCC', 'PACC')","[0.09478094 0.09475163 0.09421305 0.09403952 0.09399409 0.09392483
 0.0932948  0.09309325 0.08563386 0.0844852  0.07778881]","(np.float64(1.046333913732647), np.float64(1.0460102954935853), np.float64(1.040064631690613), np.float64(1.0381490243909923), np.float64(1.0376475150259548), np.float64(1.0368829230299763), np.float64(1.0299277088875767), np.float64(1.0277026911039588), np.float64(0.9453547723001361), np.float64(0.9326741147089174), np.float64(0.8587493771659813))","('DyS', 'HDy', 'MS', 'SMM', 'SORD', 'ACC', 'X', 'MAX', 'CC', 'PCC', 'PACC')","[0.09538073 0.09469528 0.09450268 0.09449701 0.09428175 0.09386821
 0.09362462 0.09232737 0.08510466 0.08417563 0.07754207]","(np.float64(1.053147792196344), np.float64(1.0455793997654617), np.float64(1.043452744041081), np.float64(1.0433901953433051), np.float64(1.0410133448278212), np.float64(1.0364472898901813), np.float64(1.0337576958858177), np.float64(1.0194340440951386), np.float64(0.9396844544308761), np.float64(0.9294264679956299), np.float64(0.8561819429000603))"
covtype_reduced,"('DyS', 'SMM', 'SORD', 'MS', 'MAX', 'X', 'HDy', 'ACC', 'PACC', 'CC', 'PCC')","[0.09372184 0.09364271 0.09357589 0.09350053 0.09298589 0.09247311
 0.09222061 0.09202309 0.08955396 0.08440247 0.0818999 ]","(np.float64(1.0327747283197342), np.float64(1.0319027269589987), np.float64(1.0311664639084397), np.float64(1.0303360686432748), np.float64(1.0246649147401186), np.float64(1.0190142531221378), np.float64(1.0162318927795249), np.float64(1.0140552072692524), np.float64(0.9868465103277997), np.float64(0.9300792311541197), np.float64(0.9025020570210053))","('SMM', 'MS', 'DyS', 'SORD', 'MAX', 'X', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09332422 0.09331883 0.09327036 0.09323266 0.09235484 0.09219866
 0.09211788 0.09187015 0.08861195 0.08674321 0.08295724]","(np.float64(1.027802180001246), np.float64(1.0277428688163919), np.float64(1.027209068152705), np.float64(1.026793889858726), np.float64(1.0171261667275027), np.float64(1.0154061423667333), np.float64(1.0145164745939212), np.float64(1.0117881600906315), np.float64(0.9759048932538841), np.float64(0.9553239121095016), np.float64(0.9136281491570495))"
cpu_act,"('DyS', 'MS', 'SORD', 'SMM', 'HDy', 'X', 'MAX', 'ACC', 'PACC', 'CC', 'PCC')","[0.09290272 0.09268431 0.09262002 0.09256571 0.09217653 0.09215685
 0.0921333  0.09150072 0.08911194 0.08674609 0.08540181]","(np.float64(1.0230491407716205), np.float64(1.0206439654871309), np.float64(1.0199359969424322), np.float64(1.0193379691353153), np.float64(1.0150522114372869), np.float64(1.0148354979903726), np.float64(1.0145761836133225), np.float64(1.0076102499381017), np.float64(0.9813049087403618), np.float64(0.9552519744388716), np.float64(0.9404487212115551))","('DyS', 'MS', 'SMM', 'SORD', 'X', 'MAX', 'ACC', 'HDy', 'PACC', 'CC', 'PCC')","[0.09213555 0.09188323 0.09187293 0.09184719 0.09173391 0.09171331
 0.09150219 0.09122928 0.09094092 0.08822727 0.08691422]","(np.float64(1.0137950729043599), np.float64(1.011018800721416), np.float64(1.0109054834894589), np.float64(1.010622190409567), np.float64(1.0093757008580408), np.float64(1.0091490663941272), np.float64(1.006826063139011), np.float64(1.003823156492153), np.float64(1.0006502739973597), np.float64(0.970791183376717), np.float64(0.9563432363022123))"
default_credit_card_clients,"('DyS', 'SMM', 'MS', 'SORD', 'MAX', 'ACC', 'X', 'HDy', 'PACC', 'CC', 'PCC')","[0.0934411  0.09325635 0.0931975  0.09313793 0.09267974 0.09253729
 0.09227371 0.09206485 0.08793664 0.08543719 0.08403771]","(np.float64(1.0293356736392025), np.float64(1.0273004596579611), np.float64(1.0266522375536902), np.float64(1.025995969160107), np.float64(1.020948643705746), np.float64(1.0193793579640897), np.float64(1.01647579009123), np.float64(1.014175033112091), np.float64(0.9686991513042846), np.float64(0.9411655417035493), np.float64(0.9257490578487406))","('SORD', 'DyS', 'SMM', 'MAX', 'MS', 'ACC', 'X', 'HDy', 'PCC', 'CC', 'PACC')","[0.09752608 0.09742308 0.09705113 0.0969138  0.09590668 0.09551757
 0.09507124 0.09322296 0.08208748 0.07708625 0.07219373]","(np.float64(1.0830443346304763), np.float64(1.0819004984579812), np.float64(1.0777699789461916), np.float64(1.076244864049531), np.float64(1.065060688140686), np.float64(1.0607395292668143), np.float64(1.055782905852667), np.float64(1.035257401201776), np.float64(0.9115960016642075), np.float64(0.8560564008441487), np.float64(0.801724182650613))"
delta_ailerons,"('DyS', 'HDy', 'SMM', 'MS', 'SORD', 'X', 'ACC', 'MAX', 'PACC', 'CC', 'PCC')","[0.09186402 0.09173888 0.09166398 0.09162906 0.09160152 0.09135357
 0.09131843 0.09130159 0.0903254  0.08928664 0.08791691]","(np.float64(1.0108021315683524), np.float64(1.0094251187031889), np.float64(1.0086010091920374), np.float64(1.0082167623766458), np.float64(1.007913726412748), np.float64(1.0051854649417975), np.float64(1.0047988402854195), np.float64(1.0046135946065662), np.float64(0.9938723073111237), np.float64(0.9824425525226741), np.float64(0.9673711029792468))","('DyS', 'SMM', 'MS', 'SORD', 'ACC', 'MAX', 'HDy', 'X', 'PACC', 'CC', 'PCC')","[0.09176317 0.09164529 0.09160428 0.09157353 0.09148127 0.09136339
 0.09135826 0.09132751 0.09041006 0.08964638 0.08782685]","(np.float64(1.0095438053175572), np.float64(1.0082468846730328), np.float64(1.0077957818401553), np.float64(1.0074574547154966), np.float64(1.006442473341521), np.float64(1.005145552696997), np.float64(1.005089164842887), np.float64(1.0047508377182284), np.float64(0.9946574118325833), np.float64(0.9862556215702304), np.float64(0.966237933361269))"
